price,bedrooms,bathrooms,sqft_living,view,grade,sqft_above,sqft_basement,lat,sqft_living15
430000.0,4,2.5,2070,0,7,2070,0,47.5319,1970
212000.0,3,1.75,1060,0,7,1060,0,47.2761,1420
660500.0,4,2.25,2010,0,8,1440,570,47.5343,2060
784000.0,3,3.5,3950,0,9,2460,1490,47.697,2480
453246.0,3,2.5,2010,0,8,1390,620,47.5517,1690
675000.0,4,3.5,2140,0,9,2140,0,47.6734,1540
199000.0,3,1.75,1320,0,7,1320,0,47.3257,1550
220000.0,4,1.75,2020,0,7,1010,1010,47.3309,1750
452000.0,4,2.25,2590,0,8,1340,1250,47.7689,1550
382500.0,2,1.0,1190,0,6,1190,0,47.7135,1060
519950.0,3,2.25,1170,0,8,1170,0,47.6722,1350
665000.0,2,1.0,1110,0,7,1110,0,47.6338,1170
527700.0,5,2.5,2820,0,8,1550,1270,47.5707,2820
205000.0,3,1.0,1610,0,7,1010,600,47.4563,1610
420000.0,3,1.0,1060,0,7,940,120,47.7144,1560
500000.0,4,2.25,2030,0,8,1380,650,47.5495,2230
921500.0,4,2.5,3670,0,9,3670,0,47.7421,2840
890000.0,4,1.0,2550,0,8,2370,180,47.6354,2200
430000.0,2,2.5,2420,0,7,2420,0,47.5262,1940
258000.0,5,2.0,2260,0,8,1130,1130,47.3887,1360
511000.0,3,1.0,1430,0,7,980,450,47.6873,1450
532170.0,3,2.0,1360,0,8,1360,0,47.6838,1500
560000.0,3,1.0,1110,0,7,1110,0,47.655,1420
282950.0,3,1.0,1250,0,7,1250,0,47.3255,1680
2250000.0,4,3.25,5180,3,12,3540,1640,47.562,3160
350000.0,1,1.0,700,0,7,700,0,47.679,1010
215000.0,3,1.0,1180,0,7,1180,0,47.4479,1190
650000.0,5,3.5,3960,0,9,2500,1460,47.525,2640
320000.0,4,2.75,2640,0,8,1620,1020,47.3135,1980
247000.0,3,2.0,1270,0,7,1270,0,47.2086,1160
320000.0,4,1.75,1760,0,8,1760,0,47.4715,1730
255000.0,5,2.25,2060,0,7,1030,1030,47.4877,1010
438000.0,3,1.75,1780,0,7,1780,0,47.7171,1200
900000.0,3,2.5,3400,0,10,3400,0,47.6012,3400
441000.0,3,2.75,1910,0,7,1160,750,47.7319,1710
420000.0,3,2.0,2020,0,7,1010,1010,47.4582,2110
370000.0,3,1.75,1580,0,7,1180,400,47.7209,1640
269950.0,2,1.75,1340,0,5,700,640,47.408,1830
807100.0,4,2.5,2680,0,9,2680,0,47.565,2920
653000.0,3,2.5,2680,0,8,1610,1070,47.7028,2480
371500.0,3,2.0,1370,0,7,1370,0,47.7458,1770
284000.0,3,1.75,1560,0,7,1560,0,47.4776,1070
272000.0,3,1.75,2160,0,7,1670,490,47.3026,1930
313000.0,3,1.5,1340,0,7,1340,0,47.7658,1480
917500.0,4,2.5,3880,0,10,2570,1310,47.6477,3740
673000.0,4,2.25,2590,0,8,2590,0,47.5619,2260
425000.0,3,2.5,1120,0,8,820,300,47.6106,1590
399950.0,5,2.75,1970,0,7,1320,650,47.5868,1280
385000.0,3,1.0,1220,0,6,1220,0,47.6101,1200
269950.0,3,1.5,1950,2,7,1320,630,47.1976,1950
330000.0,2,1.0,1350,0,7,1060,290,47.7224,1540
260000.0,3,2.5,1670,0,7,1670,0,47.3505,1670
470000.0,4,3.0,2380,0,7,1680,700,47.5384,1410
589000.0,4,3.0,2440,0,7,2440,0,47.7044,2290
163500.0,2,1.5,1050,0,7,1050,0,47.3848,1050
835000.0,4,2.75,3130,0,9,2140,990,47.6993,2260
1095000.0,5,3.0,4090,2,10,2090,2000,47.6627,2540
269000.0,4,1.75,1490,0,8,1100,390,47.3099,2190
560000.0,3,2.5,1900,0,8,1900,0,47.62,2030
615000.0,4,1.0,1330,0,6,1330,0,47.65,1330
585188.0,3,2.25,2230,0,8,1430,800,47.6647,2230
305000.0,3,1.75,1650,0,7,1220,430,47.726,1540
166950.0,3,1.0,1190,0,6,1190,0,47.4616,1230
799000.0,3,2.5,2140,0,8,2140,0,47.5505,2680
400000.0,3,2.5,2180,0,7,1420,760,47.7606,1900
230000.0,3,1.0,1060,0,7,1060,0,47.7481,1570
256883.0,3,2.5,1690,0,8,1690,0,47.2779,2550
423000.0,4,2.0,1970,0,7,1130,840,47.5511,1500
465000.0,3,2.5,2150,0,8,2150,0,47.5488,1750
440000.0,3,2.5,1910,0,7,1910,0,47.5385,2330
385000.0,3,1.75,1350,0,7,1350,0,47.4058,1560
210000.0,3,1.0,860,0,6,860,0,47.5093,1300
297000.0,3,2.5,1940,0,8,1940,0,47.3777,2030
470000.0,3,1.0,1010,0,7,1010,0,47.675,1680
226500.0,3,1.5,1300,0,7,900,400,47.3025,1430
274250.0,3,1.0,910,0,6,910,0,47.4787,1400
840000.0,4,1.75,2480,0,9,1630,850,47.5378,2770
677900.0,3,2.5,2440,0,8,2440,0,47.7073,2750
425000.0,3,1.0,1010,0,7,1010,0,47.5733,1290
180250.0,2,0.75,900,0,6,900,0,47.4604,1250
464000.0,6,3.0,2300,0,7,1600,700,47.7067,1560
320000.0,4,2.25,1550,0,8,1550,0,47.354,1630
625504.0,3,2.25,1270,0,8,1060,210,47.6647,1160
592500.0,4,2.5,2240,0,9,2240,0,47.6143,2520
465000.0,3,2.5,2714,0,9,2714,0,47.3185,2590
477000.0,4,2.75,1720,0,8,1720,0,47.5458,2130
280000.0,2,1.0,850,0,6,850,0,47.4889,1100
1505000.0,5,3.0,3300,3,9,1870,1430,47.5673,3836
445838.0,3,2.5,2250,0,8,2250,0,47.5133,1320
1072000.0,2,2.25,3900,3,8,1950,1950,47.5884,2580
467000.0,2,1.5,1320,0,8,1320,0,47.7145,2120
686000.0,4,2.5,2760,0,10,2760,0,47.5836,3070
279950.0,3,2.0,1750,0,7,1350,400,47.398,1900
527000.0,4,2.25,2330,0,8,2330,0,47.7663,1910
325000.0,3,2.25,2220,0,8,1780,440,47.3758,2080
328000.0,3,2.25,2020,0,7,2020,0,47.3828,2020
390000.0,3,2.25,1250,0,7,1250,0,47.5123,1280
479950.0,2,2.0,1510,0,8,1510,0,47.7076,1640
264950.0,4,2.25,1720,0,7,1120,600,47.2922,1510
235000.0,3,1.0,1430,0,7,980,450,47.4075,1960
516500.0,3,2.5,1480,0,7,1480,0,47.6794,2250
655000.0,2,1.75,1450,4,7,1230,220,47.4497,2030
500000.0,4,2.75,2280,0,7,2280,0,47.5218,2280
315000.0,6,2.75,2940,0,8,1780,1160,47.3103,2120
213000.0,2,1.0,1000,0,6,1000,0,47.5687,1150
475000.0,3,1.5,2480,0,7,1620,860,47.5575,2090
1025000.0,5,4.0,3760,0,10,3760,0,47.6489,3430
416000.0,3,2.0,2220,0,7,1640,580,47.3459,2070
410000.0,4,1.0,1970,0,7,1670,300,47.6136,1510
800000.0,3,3.5,3830,0,10,3530,300,47.7641,2920
472000.0,6,2.5,4410,2,9,2350,2060,47.3376,2600
225000.0,3,1.75,1430,0,7,1430,0,47.3173,1190
210000.0,2,1.0,830,0,6,830,0,47.5308,830
455000.0,2,1.0,1430,0,7,1430,0,47.6727,1450
225000.0,3,1.0,1300,0,6,1300,0,47.3221,1260
480000.0,2,1.0,1030,2,7,790,240,47.6779,1390
363000.0,3,2.5,2740,0,9,2740,0,47.3076,2570
2400000.0,4,2.5,3650,4,9,1830,1820,47.6338,3120
181000.0,2,1.5,720,0,6,720,0,47.5218,1150
250000.0,4,2.0,2010,0,7,2010,0,47.2785,2010
481000.0,3,1.75,1560,0,6,770,790,47.6846,1390
260000.0,3,2.0,1810,0,7,1240,570,47.3656,1750
455000.0,4,2.5,3360,0,9,3360,0,47.4369,3060
415000.0,3,2.25,1510,0,8,1510,0,47.4616,1730
349500.0,3,1.0,1400,0,7,800,600,47.5405,1620
245000.0,3,2.5,1730,0,7,1730,0,47.3507,1630
592500.0,2,2.0,1420,2,7,1420,0,47.6979,1420
385000.0,4,1.75,2360,0,7,1180,1180,47.5278,1910
315000.0,3,1.75,1580,0,7,1200,380,47.4756,1550
255000.0,3,1.0,1230,0,7,1230,0,47.4437,1380
693000.0,4,2.5,2460,0,8,2460,0,47.7048,2990
780000.0,3,1.0,1660,0,8,1460,200,47.6362,1660
237000.0,3,1.75,1270,0,7,1270,0,47.4207,1600
525000.0,3,2.25,2100,0,10,1320,780,47.6154,2380
425000.0,2,1.0,770,0,5,770,0,47.5964,1330
369900.0,1,0.75,760,4,5,760,0,47.4683,1230
290000.0,4,2.5,1700,0,7,1700,0,47.4045,1950
285000.0,3,1.0,1120,0,7,1120,0,47.5544,1130
415000.0,2,1.0,1070,0,7,1070,0,47.6802,1320
272500.0,3,2.5,2070,0,8,1420,650,47.2988,2070
2900000.0,4,3.25,5050,2,11,4750,300,47.6312,3890
1365000.0,4,4.75,5310,0,11,5310,0,47.7285,4180
436000.0,2,1.0,1040,0,7,1040,0,47.7107,1440
210000.0,3,1.0,1700,0,7,1700,0,47.3271,1350
236000.0,3,1.0,1300,0,7,1300,0,47.5053,1320
331000.0,3,1.75,1080,0,7,580,500,47.6601,1440
365000.0,3,2.5,2653,0,8,2653,0,47.4145,2653
450000.0,3,2.0,2290,0,8,2290,0,47.4672,1660
770000.0,4,2.75,3820,0,9,2850,970,47.7618,1860
455000.0,4,2.5,2210,0,8,2210,0,47.3828,2670
405000.0,3,1.75,2390,0,6,1240,1150,47.5362,2020
304900.0,4,1.75,2600,0,7,1610,990,47.3954,1720
170000.0,2,1.0,860,0,6,860,0,47.5048,1650
2050000.0,5,3.0,3830,1,9,2630,1200,47.6166,3050
780000.0,4,2.5,3500,0,9,3500,0,47.6811,3920
330000.0,3,3.0,2420,0,8,1740,680,47.7486,2570
370000.0,4,2.5,2720,0,9,2720,0,47.3846,2410
467000.0,5,2.25,2500,0,7,1850,650,47.7564,2300
405000.0,3,1.75,1670,0,7,1140,530,47.7198,1670
675000.0,5,2.25,2900,0,8,1450,1450,47.5461,2310
500000.0,2,1.0,1640,0,7,1140,500,47.5712,1520
389999.0,4,2.5,1890,0,7,1890,0,47.4281,2410
630000.0,4,1.75,2950,2,8,1780,1170,47.7128,2120
360000.0,4,2.5,2160,0,9,2160,0,47.3341,2280
580000.0,4,3.0,3280,0,8,2270,1010,47.5399,2320
550000.0,3,2.0,1970,3,8,1270,700,47.5717,2390
879000.0,4,2.5,3360,0,10,3360,0,47.5951,3150
265000.0,3,2.0,1320,0,7,1320,0,47.3536,1740
446500.0,3,2.5,2650,0,8,2650,0,47.5084,2400
404000.0,3,1.5,2030,0,7,1330,700,47.5586,2140
267500.0,3,1.75,1590,2,7,1090,500,47.4427,1630
3075000.0,4,5.0,4550,4,10,2600,1950,47.6053,4550
335000.0,3,2.5,2440,0,8,2440,0,47.3494,2510
576000.0,3,2.5,1940,0,7,970,970,47.6933,2190
208633.0,3,2.5,2040,0,8,2040,0,47.3537,2370
315000.0,3,2.25,2200,0,7,1120,1080,47.476,1460
725000.0,3,1.75,1920,0,8,960,960,47.6239,1740
550000.0,4,2.75,1800,0,8,1400,400,47.7776,1800
610750.0,4,2.25,2180,0,8,2180,0,47.6459,2250
550700.0,2,1.0,1010,0,6,1010,0,47.6692,1460
665000.0,4,2.75,3320,0,8,2220,1100,47.5376,2720
834000.0,4,2.5,2370,2,8,1980,390,47.601,2440
201000.0,5,1.75,1660,0,6,1660,0,47.529,1660
2384000.0,5,2.5,3650,4,10,3370,280,47.6345,2880
1384000.0,4,3.25,4290,3,11,2690,1600,47.5503,3860
1400000.0,4,3.25,4290,3,11,2690,1600,47.5503,3860
305000.0,4,2.25,1950,0,8,1350,600,47.4441,2150
487000.0,3,2.0,2590,0,8,1720,870,47.7357,1570
390000.0,3,2.5,1930,0,8,1930,0,47.346,2350
548000.0,2,1.0,1470,0,7,1170,300,47.6638,1570
268750.0,4,1.0,800,0,6,800,0,47.48,1310
819900.0,5,2.75,3150,0,9,3150,0,47.6759,1560
520000.0,3,2.25,2030,0,8,2030,0,47.5162,2660
230000.0,3,2.0,1450,0,7,1450,0,47.2639,1520
240000.0,3,1.75,1510,0,7,1510,0,47.2929,1510
232000.0,2,1.0,1240,0,6,960,280,47.4957,1820
240500.0,2,1.0,1240,0,6,960,280,47.4957,1820
274975.0,3,2.5,3030,0,9,3030,0,47.7721,3080
740000.0,4,2.0,2050,0,9,2050,0,47.644,2320
186375.0,3,1.0,1000,0,7,1000,0,47.472,1150
790000.0,3,2.25,2370,0,9,1590,780,47.592,2500
880000.0,4,3.5,2800,0,9,1890,910,47.669,2370
279000.0,6,1.75,2240,0,7,2240,0,47.42,1590
295000.0,3,2.0,1810,2,8,1810,0,47.1913,1910
640000.0,2,1.0,1070,0,7,1070,0,47.6666,1710
940000.0,4,2.0,2490,0,9,2490,0,47.5639,2770
260000.0,4,2.5,1960,0,7,1960,0,47.3483,1800
559900.0,3,2.75,2930,0,9,1860,1070,47.7648,2580
791500.0,4,2.0,1510,0,7,1510,0,47.6794,1820
265000.0,3,1.75,1420,0,7,1420,0,47.7535,1740
245000.0,3,1.75,1740,0,7,1740,0,47.4945,880
485000.0,4,1.75,2560,0,7,2560,0,47.6945,2560
684000.0,4,3.5,3040,0,9,2420,620,47.5222,3470
425000.0,3,1.75,2500,0,8,1300,1200,47.7222,1580
309600.0,4,1.75,1275,0,6,1275,0,47.3796,1660
552250.0,4,2.5,2580,0,8,2580,0,47.5374,2380
165000.0,4,1.0,1000,0,6,1000,0,47.4897,1020
239900.0,4,1.0,1000,0,6,1000,0,47.4897,1020
320000.0,2,1.0,1070,0,6,1070,0,47.4716,1360
206600.0,3,2.0,1390,0,7,1390,0,47.3581,1720
387000.0,4,1.75,2500,0,7,1250,1250,47.7713,2040
299000.0,1,0.75,560,0,4,560,0,47.675,1300
855000.0,4,2.75,2270,0,9,2270,0,47.5603,2610
315000.0,3,1.0,1900,0,7,1300,600,47.4147,1940
437500.0,2,1.0,990,2,7,790,200,47.68,1930
252000.0,4,1.5,1550,0,7,1050,500,47.3117,1640
375000.0,4,1.75,2200,0,7,1100,1100,47.543,1600
300000.0,4,2.5,1910,0,7,1910,0,47.3607,2010
420000.0,4,1.0,1750,0,7,1750,0,47.5759,1750
900000.0,3,1.0,1330,0,7,1330,0,47.6891,1340
679900.0,3,2.5,2440,2,9,1980,460,47.565,1520
463000.0,3,2.5,1640,0,7,1640,0,47.6359,1580
380000.0,5,2.5,2760,0,9,2760,0,47.4769,2470
329500.0,4,2.5,1820,0,7,1820,0,47.3845,1820
604950.0,3,2.5,2110,0,8,1340,770,47.6743,2040
795000.0,5,2.5,3040,2,8,1640,1400,47.5651,2920
465000.0,3,2.0,1840,0,7,1840,0,47.4853,1380
673000.0,4,2.5,2990,0,9,2990,0,47.4508,2140
810000.0,4,2.5,3520,0,10,3520,0,47.6375,3400
785000.0,4,2.75,2440,0,8,1910,530,47.5944,2770
338000.0,4,3.0,2090,0,7,1370,720,47.4888,1810
280000.0,3,2.25,1430,0,7,1430,0,47.5112,1430
315000.0,4,2.25,2180,0,7,1100,1080,47.7711,1810
530000.0,4,2.25,2180,0,7,1100,1080,47.7711,1810
380000.0,5,3.0,3450,0,9,3450,0,47.2813,2860
297000.0,3,2.25,1450,0,7,1450,0,47.5038,1650
730000.0,4,2.5,3230,0,10,3230,0,47.5823,3480
450000.0,3,1.75,1640,0,7,1110,530,47.7164,1770
275000.0,3,3.0,1590,0,7,1060,530,47.3624,1680
595000.0,4,2.0,2020,0,7,2020,0,47.6831,1910
435000.0,3,1.5,1300,0,7,1300,0,47.592,1590
270000.0,2,1.5,1380,0,6,1380,0,47.7461,3130
950000.0,3,3.0,4040,0,10,3030,1010,47.7268,3360
389000.0,4,2.25,2130,0,7,2130,0,47.7237,2300
560000.0,4,2.25,2550,0,8,1580,970,47.6283,2420
1350000.0,5,3.5,4800,2,11,3480,1320,47.5543,4050
799000.0,4,2.25,2510,0,8,2510,0,47.5483,2450
365500.0,3,2.0,1410,0,7,1410,0,47.7591,1410
252350.0,3,2.0,1650,0,7,1160,490,47.4612,1710
403950.0,4,2.5,2120,0,8,2120,0,47.4987,1880
385000.0,4,1.5,2040,0,7,1380,660,47.772,1610
345000.0,4,1.0,1550,0,7,1550,0,47.5287,1450
490000.0,3,2.75,1980,0,9,1980,0,47.6109,1950
330000.0,3,2.5,1600,0,8,1600,0,47.7736,1790
927000.0,4,2.75,3300,0,8,3300,0,47.6294,3180
1118000.0,4,2.5,3840,1,10,3840,0,47.5634,3600
330000.0,2,1.0,1220,0,7,1220,0,47.7405,2000
530000.0,5,2.25,2720,0,7,1500,1220,47.5976,2110
365000.0,4,2.0,1940,0,8,1940,0,47.5722,2000
378750.0,3,2.5,2160,0,7,1260,900,47.5644,1060
269900.0,4,1.75,1530,0,7,1530,0,47.4556,1390
557000.0,3,3.5,1710,0,8,1290,420,47.6055,1630
360000.0,4,1.75,3730,0,7,2150,1580,47.1775,1880
352000.0,2,1.0,940,0,7,940,0,47.6879,1560
437000.0,3,2.5,1750,0,8,1750,0,47.4807,2430
322500.0,4,2.5,1820,0,7,1820,0,47.3845,1820
650000.0,3,3.25,1510,0,9,1330,180,47.5815,1510
450000.0,3,2.0,1290,0,8,1290,0,47.6609,1290
278500.0,3,2.0,1570,0,7,1570,0,47.3163,1570
364950.0,4,2.5,1930,0,8,1930,0,47.4309,2090
840000.0,4,3.5,2840,4,10,2840,0,47.401,3180
268000.0,3,2.5,1550,0,7,1550,0,47.404,1550
517534.0,2,1.0,833,0,5,833,0,47.3889,1380
632925.0,3,2.5,2990,0,8,2990,0,47.7718,2990
577500.0,3,2.5,2000,0,9,2000,0,47.7067,2450
339000.0,4,1.5,2390,2,7,2390,0,47.504,2850
570000.0,3,1.75,2910,0,7,1530,1380,47.7015,2520
563500.0,4,1.75,2085,0,7,1610,475,47.5753,2690
423000.0,4,2.25,2200,0,7,1290,910,47.7448,1910
355000.0,3,2.25,1860,0,8,1860,0,47.7318,2320
1550000.0,5,4.25,6070,0,12,6070,0,47.5954,4680
482000.0,2,1.0,950,0,7,950,0,47.6885,1320
625000.0,3,1.75,1600,0,7,1600,0,47.5724,1580
538000.0,3,2.5,2250,0,8,2250,0,47.5272,2360
380000.0,3,2.5,2280,0,8,2280,0,47.4334,2310
375000.0,2,1.0,940,0,7,940,0,47.6073,1300
245000.0,3,2.5,1530,0,7,1030,500,47.3592,1850
310000.0,5,1.75,2190,0,7,2190,0,47.4546,1620
1300000.0,3,2.0,2350,0,8,1770,580,47.6408,3530
397000.0,4,2.0,1440,0,7,1200,240,47.7245,1460
365000.0,3,2.5,2200,0,8,2200,0,47.4362,2310
328500.0,4,3.0,2290,0,9,2290,0,47.3739,2290
988000.0,4,3.0,4040,0,11,4040,0,47.7205,3930
1000000.0,4,2.5,2610,0,8,1920,690,47.6636,1810
237000.0,3,2.5,1490,0,7,1490,0,47.4324,1490
525000.0,4,2.5,2450,0,8,2450,0,47.7734,2300
749000.0,4,2.5,1710,0,9,1440,270,47.559,2140
722500.0,5,2.5,4870,0,10,3470,1400,47.633,3180
843000.0,3,2.5,3130,0,10,3130,0,47.6954,2860
438000.0,2,2.0,1270,0,8,1270,0,47.6776,1610
578000.0,3,1.75,2120,2,8,1540,580,47.504,2460
227950.0,3,1.5,1670,0,7,1670,0,47.2613,2077
196000.0,3,2.25,2070,0,7,2070,0,47.3417,1890
641000.0,2,1.0,1420,0,8,1070,350,47.6694,2400
350000.0,3,1.5,1250,0,6,1250,0,47.4056,1930
205000.0,3,1.0,940,0,7,940,0,47.3838,1150
400000.0,3,1.75,1920,0,7,1920,0,47.7487,1920
1030000.0,3,2.5,3545,0,10,2610,935,47.5534,3630
505000.0,3,2.0,1260,0,7,1260,0,47.7355,1510
475000.0,5,2.5,2340,0,7,1300,1040,47.7206,1930
